"EMC 235/2017 PL678716 => PL 6787/2016","Hissa Abrahão","40000000086","5881233.839999996"
"EMC 236/2017 PL678716 => PL 6787/2016","Hissa Abrahão","40000000086","5881233.839999996"
"EMC 237/2017 PL678716 => PL 6787/2016","Hissa Abrahão","40000000086","5881233.839999996"
"EMC 238/2017 PL678716 => PL 6787/2016","Weverton Rocha","100000000262","1985600"
"EMC 239/2017 PL678716 => PL 6787/2016","Weverton Rocha","100000000262","1985600"
"EMC 240/2017 PL678716 => PL 6787/2016","Weverton Rocha","100000000262","1985600"
"EMC 241/2017 PL678716 => PL 6787/2016","Weverton Rocha","100000000262","1985600"
"EMC 242/2017 PL678716 => PL 6787/2016","Weverton Rocha","100000000262","1985600"
"EMC 243/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 244/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 245/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 246/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 247/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 248/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 249/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 250/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 251/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 252/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 253/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 254/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 255/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 256/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 257/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 258/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 259/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 260/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 261/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 262/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 263/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 264/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 265/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 266/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 267/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 268/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 269/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 270/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 271/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 272/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 273/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 274/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 275/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 276/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 277/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 278/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 279/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 280/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 281/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 282/2017 PL678716 => PL 6787/2016","Mauro Lopes","130000000884","10887464"
"EMC 283/2017 PL678716 => PL 6787/2016","Laercio Oliveira","260000000091","3328625.12"
"EMC 284/2017 PL678716 => PL 6787/2016","Laercio Oliveira","260000000091","3328625.12"
"EMC 285/2017 PL678716 => PL 6787/2016","Gorete Pereira","60000000586","1762360"
"EMC 286/2017 PL678716 => PL 6787/2016","Gorete Pereira","60000000586","1762360"
"EMC 287/2017 PL678716 => PL 6787/2016","Chico Lopes","60000000785","709820.04"
"EMC 288/2017 PL678716 => PL 6787/2016","Marinaldo Rosendo","170000000038","2989137.6"
